restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1200993-d8297511,McDonald's,"[""Europe"", ""France"", ""Brittany"", ""Finistere"", ""Mellac""]",,Brittany,Finistere,Mellac,"3, Rue du Docteur Schweitzer ZAC de Kervidanou Quimperle, 29300 Mellac France",47.869007,-3.590512,Claimed,,#4 of 4 Restaurants in Mellac,#4 of 4 places to eat in Mellac,"Cheap Eats, Fast food",€,,,Fast food,,,N,N,N,"{""Mon"": [""10:30-18:00""], ""Tue"": [""10:30-18:00""], ""Wed"": [""10:30-18:00""], ""Thu"": [""10:30-18:00""], ""Fri"": [""10:30-18:00""], ""Sat"": [""10:30-18:00""], ""Sun"": [""10:30-18:00""]}",7.0,52.5,,,34.0,All languages,34.0,1.0,6.0,6.0,10.0,11.0,2.5,2.5,3.0,,,,2023-06-08
g1201030-d3639069,La Diligence,,France,Centre-Val de Loire,Loir-et-Cher,La Ferte-Saint-Cyr,"13 rue du Bourg, 41220 La Ferte-Saint-Cyr France",47.655296,1.673918,Claimed,"Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",,#2 of 3 places to eat in La Ferte-Saint-Cyr,"Mid-range, French",€€-€€€,,"Lunch, Dinner, Breakfast",French,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Highchairs Available, Wheelchair Accessible",N,,N,,,20.0,10.0,4.5,78.0,English,8.0,3.0,4.0,0.0,0.0,1.0,4.5,4.5,4.0,4.0,,2015-11-30,2016-02-13
g1201052-d2527928,Creperie du Stang,"[""Europe"", ""France"", ""Brittany"", ""Finistere"", ""Ouessant""]",,Brittany,,Ouessant,"Bourg de Lampaul Ile d'Ouessant, 29242, Ouessant France",48.45636,,Claimed,,#2 of 10 Restaurants in Ouessant,#2 of 10 places to eat in Ouessant,"Mid-range, French, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","French, European",Vegetarian Friendly,,Y,N,N,,7.0,,14.0,4.5,327.0,English,5.0,2.0,2.0,0.0,0.0,1.0,4.0,4.5,4.0,,,2014-02-26,2018-09-10
g1201053-d14074827,Au Gre du Vent,"[""Europe"", ""France"", ""Brittany"", ""Cotes-d'Armor"", ""Crehen""]",France,Brittany,Cotes-d'Armor,Crehen,"10 Place Gilles de Bretagne, 22130 Crehen France",48.571823,-2.212466,,,#2 of 2 Restaurants in Crehen,#2 of 3 places to eat in Crehen,"Mid-range, French, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner",,,,Y,,N,,,,,,26.0,English,2.0,2.0,0.0,0.0,,0.0,,,4.5,,,2023-05-01,
g1201069-d10027191,Creperie de la Roche Tremblante,"[""Europe"", ""France"", ""Brittany"", ""Finistere"", ""Huelgoat""]",France,Brittany,Finistere,Huelgoat,"Roche Tremblante, 29690 Huelgoat France",48.367214,-3.744369,Unclaimed,,#11 of 16 Restaurants in Huelgoat,#11 of 16 places to eat in Huelgoat,"Cheap Eats, French",€,,,French,,"Seating, Serves Alcohol, Table Service",N,N,,,,,,3.5,35.0,English,,1.0,,1.0,1.0,1.0,,,,,,2010-06-23,
g1201069-d3488923,,"[""Europe"", ""France"", ""Brittany"", ""Finistere"", ""Huelgoat""]",France,Brittany,Finistere,Huelgoat,"7 rue du Lac, 29690 Huelgoat France",,-3.746803,,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#3 of 16 Restaurants in Huelgoat,#3 of 16 places to eat in Huelgoat,"Cheap Eats, French, Vegetarian Friendly",€,,,French,Vegetarian Friendly,,Y,N,N,,,,,4.5,159.0,English,38.0,23.0,,2.0,1.0,0.0,4.5,4.5,4.5,4.5,,2011-05-16,
g12010988-d4794334,L'Auberge du Lac,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""La Thuile""]",France,Auvergne-Rhone-Alpes,Savoie,La Thuile,"Le chef Lieu, 73190 La Thuile France",45.709454,6.913786,Unclaimed,,#1 of 1 Restaurant in La Thuile,,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Table Service, Outdoor Seating, Wheelchair Accessible",N,,N,,,,,4.0,33.0,All languages,33.0,14.0,15.0,1.0,2.0,1.0,4.0,4.5,4.0,,,,2016-08-08
g1201990-d5540610,,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Landes"", ""Saint-Avit""]",France,Nouvelle-Aquitaine,Landes,,"Parc D Activite Mamoura 151 Allee de Mamoura, 40090 Saint-Avit France",43.917988,-0.448514,Claimed,,#2 of 4 Restaurants in Saint-Avit,#2 of 4 places to eat in Saint-Avit,"Mid-range, French, Grill",€€-€€€,,"Lunch, Dinner","French, Grill",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""11:45-14:00"", ""18:45-22:00""], ""Tue"": [""11:45-14:00"", ""18:45-22:00""], ""Wed"": [""11:45-14:00"", ""18:45-22:00""], ""Thu"": [""11:45-14:00"", ""18:45-22:30""], ""Fri"": [""11:45-14:00"", ""18:45-22:30""], ""Sat"": [""11:45-14:00"", ""18:45-22:00""], ""Sun"": [""11:45-14:00"", ""18:45-22:00""]}",7.0,39.5,14.0,3.0,154.0,English,6.0,1.0,,0.0,1.0,0.0,3.0,3.5,3.0,,,2011-10-05,2016-04-05
g1202011-d10304231,La Table de Pierre Bourée,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Cote d'Or"", ""Gevrey-Chambertin""]",France,Bourgogne-Franche-Comte,Cote d'Or,Gevrey-Chambertin,"40 Beaune Road, 21220 Gevrey-Chambertin France",47.22797,,,,#9 of 13 Restaurants in Gevrey-Chambertin,#10 of 16 places to eat in Gevrey-Chambertin,"Mid-range, French, Wine Bar",€€-€€€,,"Lunch, Drinks","Wine Bar, French",,,N,N,N,,,,,4.5,5.0,,,4.0,0.0,0.0,1.0,0.0,,,,,,2015-03-09,2015-09-05
g1202011-d21039059,,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Cote d'Or"", ""Gevrey-Chambertin""]",France,,Cote d'Or,Gevrey-Chambertin,"Lac De Sathenay, 21220 Gevrey-Chambertin France",47.2239,5.026989,Claimed,,#8 of 13 Restaurants in Gevrey-Chambertin,#9 of 16 places to eat in Gevrey-Chambertin,"Mid-range, French, Dining bars",,€15-€30,"Lunch, Dinner, After-hours, Drinks","French, Dining bars",,,,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""12:00-17:00""]}",,59.0,6.0,4.0,44.0,,44.0,23.0,9.0,3.0,,,3.5,,3.5,,,,2019-10-16
,Cafe Des Sports,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Yonne"", ""Charny""]",France,Bourgogne-Franche-Comte,Yonne,,"5 rue de Beauvais, 77410 Charny France",,,Unclaimed,,#5 of 5 Restaurants in Charny,#5 of 6 places to eat in Charny,,,,,,,,N,,N,,,,,4.0,1.0,,,0.0,,0.0,,0.0,,,,,,2014-05-08,2018-01-08
g1202037-d4262249,Café du Nord,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Cote d'Or"", ""Arnay-le-Duc""]",France,,Cote d'Or,Arnay-le-Duc,"12 Place Bonaventure des Perriers, 21230 Arnay-le-Duc France",47.13046,4.486111,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 5 Restaurants in Arnay-le-Duc,,"Mid-range, French, European, Wine Bar",,,,"Wine Bar, French, European",,,Y,Y,,,6.0,38.0,6.0,,297.0,English,31.0,15.0,9.0,3.0,4.0,0.0,4.0,4.0,,4.5,,2022-06-23,
g1202058-d6206442,Creperie des Arts,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Yonne"", ""Villeneuve-sur-Yonne""]",France,Bourgogne-Franche-Comte,,Villeneuve-sur-Yonne,"17 rue Joubert, 89500 Villeneuve-sur-Yonne France",48.0821,3.29359,,,#1 of 1 Dessert Spots in Villeneuve-sur-Yonne,#6 of 8 places to eat in Villeneuve-sur-Yonne,Dessert,,,,,,Reservations,N,N,N,,,,,,,All languages,9.0,,6.0,1.0,,0.0,3.5,,3.5,,,2020-05-08,2023-12-31
g1202085-d9731030,Bar du Raisin,,France,,Saone-et-Loire,,,46.71332,4.69438,Unclaimed,,#3 of 4 Restaurants in Buxy,#3 of 4 places to eat in Buxy,,,,,European,,Reservations,N,N,N,,,,,4.0,7.0,English,1.0,,0.0,,1.0,,,,,,,2010-03-03,2011-10-28
,L'Atelier by Patrick Baillet,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Ay-Champagne"", ""Ay""]",France,Grand Est,Marne,Ay,"4 Place Henri Martin 4, Place Henri Martin, 51160 Ay, Ay-Champagne France",49.054035,4.003506,,,,#3 of 6 places to eat in Ay,"Mid-range, Bakeries, French, Pub",€€-€€€,€7-€18,Lunch,"French, Pub, Gastropub",,,N,,N,"{""Mon"": [], ""Tue"": [""09:00-18:30""], ""Wed"": [""09:00-18:30""], ""Thu"": [""09:00-18:30""], ""Fri"": [""09:00-18:30""], ""Sat"": [""09:00-18:30""], ""Sun"": [""10:00-18:00""]}",6.0,55.5,6.0,4.5,,English,8.0,4.0,,0.0,0.0,0.0,4.0,4.0,4.0,,,2013-02-24,2014-07-16
g1202669-d20040987,Subway,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Doubs"", ""Chalezeule""]",,,,Chalezeule,"Chemin des Agasses, 25200 Chalezeule France",47.26113,6.060494,Unclaimed,,#5 of 8 Restaurants in Chalezeule,#5 of 10 places to eat in Chalezeule,,,,"Lunch, Dinner",,,,N,,N,"{""Mon"": [""10:00-21:30""], ""Tue"": [""10:00-21:30""], ""Wed"": [""10:00-21:30""], ""Thu"": [""10:00-21:30""], ""Fri"": [""10:00-22:30""], ""Sat"": [""10:00-22:30""], ""Sun"": [""10:00-21:30""]}",7.0,82.5,7.0,5.0,,All languages,1.0,1.0,,0.0,0.0,0.0,,,,,,2010-07-05,2013-04-06
g1202677-d11500628,Creperie O Ptit Enka,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Ain"", ""Gex""]",,,Ain,Gex,"La Faucille, 01170 Gex France",46.36101,6.0367,Unclaimed,,#9 of 16 Restaurants in Gex,#9 of 17 places to eat in Gex,"Cheap Eats, French",,,,French,,"Takeout, Seating, Table Service",N,N,N,,,,,4.5,18.0,English,3.0,1.0,,1.0,0.0,0.0,,,,,,2021-10-03,2023-12-31
g1202677-d19926010,Madras Kitchen,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Ain"", ""Gex""]",France,,Ain,Gex,"85 rue de l Aiglette Sud Parking Intermarché, 01170 Gex France",46.33748,6.074656,,,,,"Mid-range, Indian, Asian, South American",€€-€€€,€3-€18,,"Indian, Asian, South American, Central American",,,N,N,N,,,,,,,,,,,,,,,,,,,2013-08-23,2014-12-14
g1202677-d7214264,Le M,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Ain"", ""Gex""]",France,Auvergne-Rhone-Alpes,,Gex,"26 rue de Geneve, 01170 Gex France",46.331573,6.057457,,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016",#2 of 16 Restaurants in Gex,,"Mid-range, French, European, Vegetarian Friendly",,,"Lunch, Dinner","French, European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""12:00-13:30""], ""Tue"": [""12:00-13:30"", ""18:30-19:45""], ""Wed"": [""12:00-13:30"", ""18:30-19:45""], ""Thu"": [""12:00-13:30"", ""18:30-19:45""], ""Fri"": [""12:00-13:30"", ""18:30-19:45""], ""Sat"": [""18:30-19:45""], ""Sun"": []}",6.0,13.75,10.0,,,English,6.0,4.0,2.0,,0.0,0.0,4.5,4.5,4.0,,,2023-02-15,2023-12-31
g1202683-d5825834,Chateau de Fitou,"[""Europe"", ""France"", ""Occitanie"", ""Aude"", ""Fitou""]",France,Occitanie,Aude,Fitou,"Rue du Chateau avenue du Levant, 11510 Fitou France",42.893692,,Claimed,,#5 of 7 Restaurants in Fitou,,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Outdoor Seating, Seating, Reservations, Serves Alcohol",,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-18:00""], ""Wed"": [], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",6.0,72.0,,4.0,38.0,English,9.0,4.0,5.0,,0.0,,3.5,4.0,3.5,,,2015-04-08,2016-09-01
g1202688-d17418081,La Pariode,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Nievre"", ""Chantenay-Saint-Imbert""]",France,Bourgogne-Franche-Comte,,Chantenay-Saint-Imbert,"9 route de Paris, 58240 Chantenay-Saint-Imbert France",46.72865,3.17317,,,#2 of 3 Restaurants in Chantenay-Saint-Imbert,,Mid-range,€€-€€€,,"Breakfast, Lunch",,,,N,N,N,"{""Mon"": [""09:00-17:00""], ""Tue"": [""09:00-17:00""], ""Wed"": [], ""Thu"": [""09:00-17:00""], ""Fri"": [""08:00-17:00""], ""Sat"": [""08:00-20:00""], ""Sun"": [""08:00-20:00""]}",6.0,,6.0,,9.0,All languages,,,,0.0,0.0,2.0,4.0,4.0,,,,2023-03-20,2023-12-31
g1202845-d1998419,Hotellerie du Val d'Or,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Saone-et-Loire"", ""Mercurey""]",France,,Saone-et-Loire,Mercurey,"140 Grande rue, 71640 Mercurey France",46.836517,4.717367,Claimed,,#2 of 4 Restaurants in Mercurey,#2 of 4 places to eat in Mercurey,"Fine Dining, French, European",€€€€,€14-€35,,"French, European",,,N,N,N,,6.0,,10.0,4.5,94.0,,,7.0,3.0,,0.0,0.0,4.5,4.5,4.5,4.5,,2018-07-10,2020-05-30
g1202851-d8076064,La Sentinelle des Settons,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Nievre"", ""Montsauche-les-Settons""]",France,Bourgogne-Franche-Comte,Nievre,Montsauche-les-Settons,"Lac des Settons Rive Droite 381 Les Ventes, 58230 Montsauche-les-Settons France",,4.061199,Claimed,,#6 of 7 Restaurants in Montsauche-les-Settons,#6 of 7 places to eat in Montsauche-les-Settons,"Mid-range, French",€€-€€€,€11-€17,"Lunch, Dinner, After-hours, Drinks",French,,,N,,,"{""Mon"": [""10:30-23:00""], ""Tue"": [""10:30-23:00""], ""Wed"": [""10:30-23:00""], ""Thu"": [""10:30-23:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""10:00-23:00""], ""Sun"": [""10:00-23:00""]}",,88.5,7.0,3.5,170.0,,5.0,0.0,2.0,,0.0,3.0,3.5,3.5,,,,,
g1202869-d17728869,Au Villard,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Jura"", ""Saint-Claude""]",France,Bourgogne-Franche-Comte,Jura,,,46.35788,5.80762,Unclaimed,,,#5 of 20 places to eat in Saint-Claude,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,,N,N,N,,,,,,16.0,,16.0,15.0,1.0,0.0,0.0,0.0,,,,,,2011-02-24,2014-05-01
g1202869-d4589834,Le P'tit Machon,,,Bourgogne-Franche-Comte,Jura,,,46.3871,,Unclaimed,,#17 of 20 Restaurants in Saint-Claude,#17 of 20 places to eat in Saint-Claude,"Mid-range, French",,,"Lunch, Dinner",French,,"Seating, Serves Alcohol, Reservations, Table Service",N,N,,,,,,3.0,87.0,English,3.0,0.0,,,1.0,1.0,3.5,3.5,3.0,4.0,,,2017-09-03
g1202944-d20553441,Café de la Place,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Nievre"", ""Donzy""]",France,Bourgogne-Franche-Comte,Nievre,Donzy,"8 Place Gambetta, 58220 Donzy France",47.37039,3.12873,,,#2 of 2 Restaurants in Donzy,,,,,"Breakfast, Lunch, Dinner",,,,,N,N,"{""Mon"": [], ""Tue"": [""07:00-21:00""], ""Wed"": [""07:00-21:00""], ""Thu"": [""07:00-21:00""], ""Fri"": [""07:00-21:00""], ""Sat"": [""07:00-21:00""], ""Sun"": [""07:00-15:00""]}",6.0,,6.0,5.0,5.0,All languages,5.0,,1.0,0.0,0.0,0.0,,,,,,2018-12-19,2022-02-07
,Restaurant de La Poste,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Saone-et-Loire"", ""Poisson""]",France,Bourgogne-Franche-Comte,Saone-et-Loire,Poisson,"Lieu Dit le Bourg, 71600 Poisson France",46.385002,4.12772,Claimed,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",#1 of 1 Restaurant in Poisson,#1 of 1 places to eat in Poisson,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Takeout, Outdoor Seating",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""12:00-14:00"", ""19:00-21:00""], ""Thu"": [""12:00-14:00"", ""19:00-21:00""], ""Fri"": [""12:00-14:00"", ""19:00-21:00""], ""Sat"": [""12:00-14:00"", ""19:00-21:00""], ""Sun"": [""12:00-14:00"", ""19:00-21:00""]}",5.0,,10.0,4.5,76.0,All languages,,46.0,27.0,3.0,0.0,0.0,4.5,4.5,4.5,,,2011-04-20,
,Le champcol,,France,Centre-Val de Loire,Loir-et-Cher,,"31 rue du 15 Aout 1944, 41130 Selles-sur-Cher France",,1.58356,Unclaimed,,#5 of 8 Restaurants in Selles-sur-Cher,#5 of 13 places to eat in Selles-sur-Cher,,€,,,,,Reservations,,N,N,,,,,4.5,,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,2013-02-26,2015-03-12
g1203150-d6547900,Hotel - Auberge Selloise,"[""Europe"", ""France"", ""Centre-Val de Loire"", ""Loir-et-Cher"", ""Selles-sur-Cher""]",France,Centre-Val de Loire,,Selles-sur-Cher,,,1.57525,Claimed,,#4 of 8 Restaurants in Selles-sur-Cher,#4 of 13 places to eat in Selles-sur-Cher,"Cheap Eats, French",€,,"Lunch, Breakfast, Dinner",French,,"Reservations, Seating, Table Service, Wheelchair Accessible",N,N,N,,,,,4.0,27.0,,27.0,,,,2.0,,4.0,4.0,4.5,,,2020-08-14,
g12048537-d5962609,Aux Amis des Chasseurs,"[""Europe"", ""France"", ""Hauts-de-France"", ""Somme"", ""Ailly-sur-Somme""]",France,,Somme,Ailly-sur-Somme,"2 rue du Pont, 80470 Ailly-sur-Somme France",49.92887,2.20034,Unclaimed,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,2013-04-03,2015-06-24
,Le Comptoir d'Orleans,,France,Centre-Val de Loire,,Gidy,"Aire d'Orléans Saran Autoroute A10, 45520 Gidy France",47.98229,1.84896,Claimed,,,,"Mid-range, French",€€-€€€,,"Breakfast, Lunch, Dinner",French,,,N,N,N,"{""Mon"": [""07:00-22:00""], ""Tue"": [""07:00-22:00""], ""Wed"": [""07:00-22:00""], ""Thu"": [""07:00-22:00""], ""Fri"": [""07:00-22:00""], ""Sat"": [""07:00-22:00""], ""Sun"": [""07:00-22:00""]}",7.0,,7.0,,,,,,,,,,,,,,,2017-09-18,2019-05-02
g12049634-d10832473,Pizza Rock,"[""Europe"", ""France"", ""Normandy"", ""Haute-Normandie"", ""Eure"", ""La Bonneville-sur-Iton""]",France,,Haute-Normandie,,"35 rue Jean Marechal, 27190 La Bonneville-sur-Iton France",48.9913,1.03855,Claimed,,#1 of 1 Restaurant in La Bonneville-sur-Iton,,"Mid-range, Italian, French, Pizza",€€-€€€,€9-€14,Dinner,"Italian, French, Spanish, Pizza",,,N,N,N,,,,,4.0,,All languages,11.0,5.0,4.0,,0.0,1.0,,,,,,2013-04-09,2016-01-04
,O'Fee Maison,"[""Europe"", ""France"", ""Grand Est"", ""Moselle"", ""Courcelles-sur-Nied""]",France,Grand Est,Moselle,Courcelles-sur-Nied,"25 rue de Metz, 57530 Courcelles-sur-Nied France",49.068268,,Claimed,,#1 of 1 Restaurant in Courcelles-sur-Nied,#1 of 1 places to eat in Courcelles-sur-Nied,"Mid-range, Italian, Vegetarian Friendly",€€-€€€,€8-€30,,Italian,Vegetarian Friendly,,Y,N,,,5.0,18.0,8.0,4.5,17.0,All languages,17.0,,0.0,,2.0,0.0,,,,,,2018-10-03,2021-04-23
g12049966-d18720128,Grill du moulin,"[""Europe"", ""France"", ""Nouvelle-Aquitaine"", ""Deux-Sevres"", ""Azay-le-Brule""]",France,Nouvelle-Aquitaine,,Azay-le-Brule,"Chemin de Ricou 4 lieu dit Epron, 79400 Azay-le-Brule France",,-0.221795,Claimed,,,#1 of 1 places to eat in Azay-le-Brule,,€€-€€€,€18-€30,,"French, Grill",,,,N,N,,5.0,12.0,6.0,5.0,,,16.0,13.0,3.0,0.0,0.0,0.0,4.5,4.5,4.5,,,2013-07-25,2017-03-06
g1205075-d4876800,,,France,,Alpes-de-Haute-Provence,Barreme,"Centre Bourg, 04330 Barrême France",43.952,6.365716,Unclaimed,,#3 of 4 Restaurants in Barr\u00EAme,#3 of 5 places to eat in Barreme,"Mid-range, French",,,,French,,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,,,,,,30.0,English,1.0,0.0,0.0,0.0,0.0,1.0,,4.0,4.0,,,,2019-10-04
g1205142-d2215638,Au P'tit Bonheur,"[""Europe"", ""France"", ""Hauts-de-France"", ""Pas-de-Calais"", ""Audresselles""]",France,Hauts-de-France,Pas-de-Calais,,"2 rue Jeanne D Arc, 62164 Audresselles France",50.824238,1.590642,Claimed,,#10 of 11 Restaurants in Audresselles,#10 of 11 places to eat in Audresselles,"Mid-range, French, Seafood, European",€€-€€€,,"Lunch, Dinner, After-hours","French, Seafood, European",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",,N,N,"{""Mon"": [""12:00-14:00"", ""18:30-20:00""], ""Tue"": [], ""Wed"": [""12:00-14:00""], ""Thu"": [""12:00-14:00"", ""18:30-20:00""], ""Fri"": [""12:00-14:00"", ""18:30-20:00""], ""Sat"": [""12:00-14:00"", ""18:30-20:00""], ""Sun"": [""12:00-14:00"", ""18:30-20:00""]}",6.0,19.5,11.0,3.5,350.0,English,25.0,7.0,,3.0,5.0,1.0,4.0,3.5,3.5,4.0,,2015-10-30,2018-04-25
g1205142-d8117727,Le Cran Gourmand,"[""Europe"", ""France"", ""Hauts-de-France"", ""Pas-de-Calais"", ""Audresselles""]",France,Hauts-de-France,Pas-de-Calais,Audresselles,"18 Chemin des Orvets Face à l'hotel de la plage, 62164 Audresselles France",50.8205,1.596167,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#8 of 11 Restaurants in Audresselles,#8 of 11 places to eat in Audresselles,"Mid-range, French",€€-€€€,,"Lunch, Dinner, Drinks",French,,"Outdoor Seating, Seating, Table Service",N,N,N,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-21:00""], ""Sat"": [""09:00-21:30""], ""Sun"": [""09:00-21:30""]}",7.0,75.0,7.0,4.5,74.0,English,,3.0,2.0,1.0,0.0,0.0,5.0,4.5,,,,,2023-02-13
g12057989-d3737577,,"[""Europe"", ""France"", ""Occitanie"", ""Aveyron"", ""Huparlac""]",France,Occitanie,Aveyron,Huparlac,"le Bourg, 12460 Huparlac France",44.71282,,Unclaimed,,,#1 of 1 places to eat in Huparlac,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,,,,,4.5,37.0,All languages,37.0,18.0,17.0,2.0,0.0,0.0,4.5,4.5,4.5,3.5,,2012-12-23,
,Café de l'Univers,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Alpes Maritimes"", ""Puget-Theniers""]",,Provence-Alpes-Cote d'Azur,,Puget-Theniers,,,6.893923,Unclaimed,,#1 of 1 Restaurant in Puget-Theniers,#1 of 1 places to eat in Puget-Theniers,French,,,,,,,N,N,N,,,,,4.0,,English,1.0,1.0,0.0,,0.0,,,,,,,2023-09-24,
g12063737-d3629498,Le Champcevrais,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Yonne"", ""Champcevrais""]",,Bourgogne-Franche-Comte,,Champcevrais,"28 rue des Varietes Place De L'eglise, 89220 Champcevrais France",47.74547,2.95672,Claimed,,#1 of 1 Restaurant in Champcevrais,,"Mid-range, French, Pub, Gastropub",€€-€€€,€13-€40,"Dinner, Lunch, Drinks, Breakfast","French, Gastropub, Pub",,,N,N,N,"{""Mon"": [""08:00-14:00""], ""Tue"": [""08:00-14:00""], ""Wed"": [""08:00-14:00""], ""Thu"": [""08:00-14:00""], ""Fri"": [""08:00-14:00""], ""Sat"": [""08:00-14:00"", ""19:00-22:00""], ""Sun"": [""08:00-14:00""]}",7.0,45.0,,4.5,41.0,English,,1.0,,0.0,0.0,0.0,,4.5,4.5,4.5,,2020-01-13,
g12063921-d11926121,Relais de la Mothe,"[""Europe"", ""France"", ""Grand Est"", ""Vosges"", ""Vrecourt""]",France,Grand Est,Vosges,Vrecourt,"11 rue du Haut de la Croix, 88140 Vrecourt France",48.175472,,Claimed,,#1 of 2 Restaurants in Vrecourt,#1 of 2 places to eat in Vrecourt,"Fine Dining, French, Bar, Cafe",€€€€,€13-€100,"Drinks, Breakfast, Lunch, Dinner","French, Bar, Cafe, Pub",,,N,N,N,"{""Mon"": [""07:00-15:30"", ""17:30-21:30""], ""Tue"": [""07:00-15:00""], ""Wed"": [], ""Thu"": [""07:00-15:30"", ""17:30-21:30""], ""Fri"": [""07:00-15:30"", ""17:30-21:30""], ""Sat"": [""07:00-15:30"", ""17:30-21:30""], ""Sun"": [""07:00-15:30"", ""18:00-21:00""]}",6.0,,11.0,4.0,12.0,All languages,12.0,4.0,4.0,3.0,1.0,0.0,,4.0,4.0,,,2016-01-01,2017-06-01
g1207151-d13954993,Gourmandise,"[""Europe"", ""France"", ""Centre-Val de Loire"", ""Berry"", ""Cher"", ""Nancay""]",France,Centre-Val de Loire,Berry,Nancay,"1 Place de l Eglise, 18330 Nancay France",47.35006,2.195566,Unclaimed,,#3 of 4 Restaurants in Nancay,#3 of 4 places to eat in Nancay,"Mid-range, French",,€8-€20,,,,Reservations,N,,N,,,,,5.0,8.0,All languages,,8.0,0.0,0.0,,0.0,,,,,,2011-02-09,
