id,name,address,city,phone,type,avg_rating,total_reviews_count,first_review_date,last_review_date
763,westside cottage,689 ninth ave.,new york city,212-245-0800,chinese,4.3,103.0,,2018-03-19
764,windows on the world,107th fl.,new york city,212-524-7000,eclectic,4.1,10.0,2015-02-20,2017-09-21
765,wollensky's grill,205 e. 49th st.,new york city,212-753-0444,steakhouses,,55.0,2010-05-07,2012-06-23
766,yama,122 e. 17th st.,new york city,212-475-0969,japanese,4.7,58.0,2010-03-11,2011-04-06
767,zarela,953 second ave.,new york city,212-644-6740,mexican,4.0,7.0,2012-08-28,
768,andre's french restaurant,401 s. 6th st.,las vegas,702-385-5016,french (classic),4.8,2.0,2012-11-02,2013-06-04
769,buccaneer bay club,3300 las vegas blvd. s.,las vegas,702-894-7350,continental,4.8,2.0,2018-08-28,2022-03-03
770,buzio's in the rio,3700 w. flamingo rd.,las vegas,702-252-7697,seafood,3.8,,2016-01-04,2020-02-17
771,emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,seafood,3.5,52.0,2021-12-31,
772,fiore rotisserie & grille,3700 w. flamingo rd.,las vegas,702-252-7702,italian,4.5,9.0,2016-06-27,2018-12-04
773,hugo's cellar,202 e. fremont st.,las vegas,702-385-4011,continental,4.4,4.0,2020-11-02,2024-02-20
774,madame ching's,3300 las vegas blvd. s.,las vegas,702-894-7111,,4.6,54.0,2016-08-18,2017-01-06
775,mayflower cuisinier,4750 w. sahara ave.,las vegas,702-870-8432,chinese,4.5,9.0,2014-04-19,2016-04-16
776,michael's (las vegas),3595 las vegas blvd. s.,las vegas,702-737-7111,continental,4.6,100.0,2019-12-04,2018-07-29
777,monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new),4.2,40.0,2015-05-24,
778,moongate,3400 las vegas blvd. s.,las vegas,702-791-7352,chinese,4.5,53.0,,2017-04-30
779,morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,702-893-0703,steakhouses,3.8,125.0,2015-09-06,2017-12-12
780,nicky blair's,3925 paradise rd.,las vegas,702-792-9900,italian,4.2,11.0,2017-12-24,2021-10-03
781,piero's restaurant,355 convention center dr.,las vegas,702-369-2305,italian,4.2,49.0,2014-07-05,2017-06-22
782,spago (las vegas),3500 las vegas blvd. s.,las vegas,702-369-6300,californian,4.4,25.0,2018-06-13,2022-11-01
783,steakhouse  the,128 e. fremont st.,las vegas,702-382-1600,steakhouses,,8.0,2021-10-08,
784,stefano's,129 fremont st.,las vegas,702-385-7111,italian,3.4,54.0,,2017-12-22
785,sterling brunch,3645 las vegas blvd. s.,las vegas,702-739-4651,eclectic,4.2,2.0,,2015-05-11
786,tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,,4.1,,2014-10-29,
787,103 west,103 w. paces ferry rd.,atlanta,404-233-5993,continental,,69.0,2020-01-23,2024-03-13
788,alon's at the terrace,659 peachtree st.,atlanta,404-724-0444,sandwiches,,237.0,2012-02-24,2014-04-29
789,baker's cajun cafe,1134 euclid ave.,atlanta,404-223-5039,cajun/creole,3.8,37.0,2021-09-07,2024-04-26
790,barbecue kitchen,1437 virginia ave.,atlanta,404-766-9906,bbq,4.3,151.0,2014-12-20,2016-01-02
791,bistro  the,56 e. andrews dr. nw,atlanta,404-231-5733,french bistro,4.7,12.0,2020-02-06,2025-01-17
792,bobby & june's kountry kitchen,375 14th st.,atlanta,404-876-3872,southern/soul,4.4,45.0,2019-06-11,2022-09-21
793,bradshaw's restaurant,2911 s. pharr court,atlanta,404-261-7015,southern/soul,3.7,,2019-05-28,2021-02-08
794,brookhaven cafe,4274 peachtree rd.,atlanta,404-231-5907,vegetarian,4.8,70.0,2020-11-28,2023-11-13
795,cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,health food,4.8,175.0,2012-03-21,2014-04-10
796,canoe,4199 paces ferry rd.,atlanta,770-432-2663,american (new),4.7,95.0,2017-02-14,2017-12-18
797,carey's,1021 cobb pkwy. se,marietta,770-422-8042,hamburgers,4.6,5.0,,2015-07-27
798,carey's corner,1215 powers ferry rd.,marietta,770-933-0909,hamburgers,4.5,50.0,2013-08-05,2018-01-10
799,,70 w. paces ferry rd.,atlanta,404-262-2675,steakhouses,3.6,,2010-06-27,2014-09-02
800,chopstix,4279 roswell rd.,atlanta,404-255-4868,chinese,4.6,8.0,2018-03-10,2020-01-30
801,deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,404-523-1929,southern/soul,4.6,39.0,2017-04-17,2018-08-20
802,eats,600 ponce de leon ave.,atlanta,404-888-9149,italian,,31.0,2018-11-19,2019-03-18
803,flying biscuit  the,1655 mclendon ave.,atlanta,404-687-8888,eclectic,,2.0,2012-02-12,2015-10-17
804,frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,tex-mex,4.4,48.0,2013-12-27,2015-09-06
805,greenwood's,,roswell,770-992-5383,southern/soul,4.1,,2018-02-12,2022-08-01
806,harold's barbecue,171 mcdonough blvd.,atlanta,404-627-9268,bbq,4.8,84.0,2019-12-02,2024-04-10
807,havana sandwich shop,2905 buford hwy.,atlanta,404-636-4094,cuban,3.0,18.0,2020-08-17,2021-05-04
808,house of chan,2469 cobb pkwy.,smyrna,770-955-9444,chinese,4.2,54.0,2010-11-20,2015-06-22
809,indian delights,,duluth,100-813-8212,indian,,11.0,2014-10-31,2015-08-08
810,java jive,790 ponce de leon ave.,atlanta,404-876-6161,coffee shops,,,2010-02-17,2012-08-15
811,johnny rockets (at),2970 cobb pkwy.,atlanta,770-955-6068,american,4.8,3.0,2019-10-28,
812,kalo's coffee house,1248 clairmont rd.,decatur,404-325-3733,coffeehouses,,,,2016-04-03
813,la fonda latina,4427 roswell rd.,atlanta,404-303-8201,spanish,4.3,12.0,2019-11-13,2023-03-06
814,lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,cafeterias,,9.0,,2016-04-03
815,majestic,1031 ponce de leon ave.,atlanta,404-875-0276,diners,3.1,55.0,,2013-03-12
816,morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses,4.4,47.0,2020-07-19,2024-09-07
817,my thai,1248 clairmont rd.,atlanta,404-636-4280,thai,4.3,190.0,2015-04-08,2019-07-15
818,nava,3060 peachtree rd.,atlanta,404-240-1984,southwestern,4.7,40.0,2015-02-06,2019-05-29
819,nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,3.9,14.0,2017-10-05,2019-11-12
820,original pancake house (at),4330 peachtree rd.,atlanta,404-237-4116,american,3.9,53.0,2013-04-20,
821,palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,steakhouses,4.0,48.0,2018-04-16,2023-03-18
822,rainbow restaurant,2118 n. decatur rd.,,404-633-3538,vegetarian,3.9,,2015-02-24,2018-12-12
823,ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,american (new),4.1,204.0,2017-11-11,2013-04-10
824,riviera,519 e. paces ferry rd.,atlanta,404-262-7112,mediterranean,4.2,18.0,2014-09-27,2017-08-28
825,,200 14th st. nw,atlanta,404-874-1388,coffee shops,4.3,33.0,2010-01-27,2014-09-20
826,soto,3330 piedmont rd.,atlanta,,,4.1,104.0,2013-08-14,2017-03-27
827,thelma's kitchen,764 marietta st. nw,atlanta,404-688-5855,cafeterias,3.8,64.0,2017-02-05,2020-10-29
828,tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,0.0,14.0,2011-08-28,2012-08-11
829,van gogh's restaurant & bar,70 w. crossville rd.,roswell,770-993-1156,american (new),3.7,84.0,,2014-04-16
830,veggieland,220 sandy springs circle,atlanta,404-231-3111,vegetarian,3.8,11.0,2017-11-14,
831,white house restaurant,,atlanta,404-237-7601,diners,4.3,65.0,2018-12-16,2015-02-20
832,zab-e-lee,4837 old national hwy.,college park,404-768-2705,thai,4.2,116.0,2011-08-22,2016-06-04
833,bill's place,2315 clement st.,san francisco,415-221-5262,hamburgers,4.3,86.0,2018-12-22,2020-08-29
834,cafe flore,2298 market st.,san francisco,415-621-8579,californian,4.9,-7.0,2019-04-22,2020-11-15
835,caffe greco,423 columbus ave.,san francisco,415-397-6261,continental,,43.0,2010-06-02,2015-04-07
836,campo santo,240 columbus ave.,san francisco,415-433-9623,mexican,4.1,10.0,2012-06-02,2017-05-07
837,cha cha cha's,1805 haight st.,san francisco,415-386-5758,caribbean,3.8,23.0,2014-06-12,2015-05-30
838,doidge's,2217 union st.,san francisco,415-921-2149,american,5.0,83.0,2018-10-11,
839,dottie's true blue cafe,522 jones st.,san francisco,415-885-2767,diners,4.8,11.0,2010-11-21,2015-08-18
840,dusit thai,,san francisco,415-826-4639,thai,4.2,159.0,2019-09-01,2020-09-23
841,ebisu,1283 ninth ave.,san francisco,415-566-1770,japanese,4.4,2.0,2013-11-01,2017-10-06
842,emerald garden restaurant,1550 california st.,san francisco,415-673-1155,vietnamese,4.5,11.0,,2012-02-20
843,eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,chinese,3.9,3.0,2020-05-12,2021-04-27
844,hamburger mary's,1582 folsom st.,san francisco,415-626-1985,hamburgers,4.7,41.0,2011-01-16,2014-12-25
845,kelly's on trinity,333 bush st.,san francisco,415-362-4454,californian,3.4,,2011-07-22,2014-08-15
846,la cumbre,515 valencia st.,san francisco,415-863-8205,mexican,4.3,42.0,2021-05-24,2024-03-14
847,la mediterranee,288 noe st.,san francisco,415-431-7210,mediterranean,4.5,,2016-03-27,2020-07-11
848,la taqueria,2889 mission st.,san francisco,415-285-7117,mexican,0.0,,,2017-02-23
849,mario's bohemian cigar store cafe,,san francisco,415-776-8226,italian,3.8,3.0,2018-04-01,2020-10-20
850,marnee thai,2225 irving st.,san francisco,415-665-9500,thai,4.8,0.0,2017-07-25,
851,mel's drive-in,3355 geary st.,san francisco,415-387-2244,hamburgers,4.6,65.0,2017-05-13,2021-01-30
852,mo's burgers,1322 grant st.,san francisco,415-788-3779,hamburgers,0.0,6.0,2010-04-12,2011-12-29
853,phnom penh cambodian restaurant,631 larkin st.,san francisco,415-775-5979,cambodian,3.5,44.0,2016-08-15,
854,roosevelt tamale parlor,2817 24th st.,san francisco,,mexican,3.9,144.0,,2015-08-18
855,sally's cafe & bakery,300 de haro st.,san francisco,415-626-6006,american,4.3,49.0,2019-09-11,
856,san francisco bbq,1328 18th st.,san francisco,,thai,4.3,78.0,2016-01-25,2020-05-21
857,slanted door,584 valencia st.,san francisco,415-861-8032,vietnamese,4.7,29.0,2011-06-27,2013-07-02
858,swan oyster depot,1517 polk st.,,415-673-1101,seafood,4.3,30.0,2020-08-20,2024-01-01
859,thep phanom,400 waller st.,san francisco,415-431-2526,thai,3.2,2.0,2013-05-31,2018-02-14
860,ti couz,3108 16th st.,san francisco,,,3.8,10.0,2013-04-04,2017-01-31
861,trio cafe,1870 fillmore st.,san francisco,415-563-2248,american,4.4,3.0,2021-03-27,2026-03-05
862,tu lan,8 sixth st.,san francisco,415-626-0927,vietnamese,2.7,23.0,2022-04-02,2019-04-21
863,vicolo pizzeria,201 ivy st.,san francisco,415-863-2382,pizza,4.4,67.0,2020-04-25,2021-10-13
864,wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican,,8.0,2017-12-12,2022-11-25
