ingredients_text,countries_en
"Sugar, tapioca syrup, modified food starch, contains 2% or less of the following: peach puree concentrate, raspberry puree, strawberry juice concentrate, apple juice concentrate, cherry juice concentrate, watermelon juice concentrate, lime juice concentra",United States
"Organic apples, ascorbic acid and calcium carbonate (added to maintain color).",United States
"Sucre, farine de _blé_, _lait_ entier, huile et graisse végétales (tournesol, karité), _oeufs_ frais, dextrose, chocolat 4 % (cacao maigre en poudre, pâte de cacao, sucre), _beurre_ concentré, maltodextrine, cacao maigre en poudre, pâte de _noisettes_, sel, gluten de _blé_, émulsifiant : lécithines de tournesol, arôme naturel de vanille.",France
_Avoine_,France
"eau, jus d'orange à base de concentré, sucre de canne, jus de citron à base concentré, jus concentré de mandarine et pamplemousse, pulpe d’orange, gaz carbonique, antioxydant : acide ascorbique, stabilisant : pectine et gomme de caroube, arôme naturelle de citronelle, orange et citron.",France
"Enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), animal and vegetable shortening (contains one or more of the following: beef fat, lard, soybean oil) with emulsifier (mono- and diglycerides), and preservative (tbhq, bht, citric acid), leavening (sodium aluminum phosphate, baking soda), salt.",United States
"pri*lkg 12,gOC poids net",France
"Wheat fl;our. filtered water, unsalted butter, yeast, extra virgin olive oil, sea salt, malted barley, non-fat milk, ascorbic acid, natural enzymes.",United States
Apples,United States
Semoule de BLE dur biologique (GLUTEN Peut contenir des traces d' OEUFS,France
"American cheese (milk, cheese culture, salt, enzymes), water, dry cream, milkfat, sodium citrate, salt, sorbic acid as a preservative, annatto and oleoresin paprika color, soy lecithin (release agent).",United States
"_spelt_bloem*, palmolie*, dadelstroop*, mais* en gerstemoutstroop*, kruiden*, rijsmiddel (natriumbicarbonaat), zout",Netherlands
"Kakaomasse, Rohrohrzucker, Kakaobutter, _Sahnepulver_ 9%, _Magermilchpulver_, Bourbonvanilleextrakt",Germany
"Vegetables (corn, red and green peppers), water, sea salt.",United States
"Mechanically separated, chicken, beef, pork, water, salt, corn syrup solids, flavorings, dextrose, paprika, sodium erythorbate, sodium nitrite, collagen casing.",United States
"Jus de Canne à Sucre Biologique (89%), Sirop de Tapioca Biologique (6%), Sirop d'Erable du Vermont Biologique (1 %), Arôme Naturel de Gingembre (1 %), Rhizome de Gingembre Biologique Moulu (1 %), Stabilisants : Agar-Agar (1 %), Gomme Tragacanthe (1 %).",France
"Carbonated water, natural flavor, pink grapefruit juice concentrate, citric acid, potassium benzoate and potassium sorbate (preservatives), gum acacia, sucralose, green tea, ester gum, calcium disodium edta (to protect flavor), magnesium sulfate, calcium",United States
"Citric acid, natural and artificial flavor, potassium citrate, calcium phosphate aspartame,** maltodextrin, raspberry juice solids, contains less than 2% of: acesulfame potassium, gum arabic calcium silicate, magnesium oxide, red 40, artificial color, blu",United States
"SPÉCULOOS. INGRÉDIENTS'. blé, sirop de candi. leve( (bicarbt7i2te de GLUTEN LA L'HUMIDITÉ. VALEURS MOYENNES 1",France
"Pulpe de tomate 68%, concentré de tomate, aubergines 14%, oignon, huile d'olive vierge extra 1,5%, sel, sucre, ail, basilic 0,2%, origan, arôme",France
Riz long grain de qualité supérieure,France
"Eau; pois cassés (14%); oignons; petits pois (7%); jambon cuit (4%) (cuisse de porc 96%); sels de salaison (sel, conservateur: nitrite de sodium); sucre roux; antioxydant: E301; carottes; poireaux; bacon fumé d'origine britannique (2%) (poitrine de porc 84%); eau; sels de salaison (sel, conservateur: nitrite de sodium); antioxydant: E301; _céleri_; _beurre_; sel; huile de colza; poivre noir moulu.","Belgium,France,United Kingdom"
Semoule de blé dur de qualité supérieure.,France
"Quadra whey protein blend [(whey protein concentrate, whey protein crisps, whey protein isolate, hydrolyzed whey protein), calcium caseinate], peanut butter layer [maltitol, palm kernel and palm oil, peanut butter, defatted peanut flour, non fat dry milk",United States
"Brown rice flour, topioca flour, arrowroot flour, xanthan gum, granulated garlic, cream of tartar, salt, baking soda, italian seasoning, granulated onion and ascorbic acid",United States
"Whole grain australian oats, freeze-dried strawberries, freeze-dried raspberries, freeze-dried blueberries, freeze-dried blackberries",United States
"Viande de porc (origine 'UE), sel, lactose (lait), dextroset épices ail, antioxydant : E316, ferments conservateurs : E252, E250. 138 g de viande utiliséspouÜ100g de produit fini. tesencepossible de fruits à coquet soja, céleri. Atonsommer rapidement après ouvertures Poids net go +13,5 g gratuit = 103,5 R consommer jusqu'au : I uoir ci-dessous",France
"Milk, cream, sugar, egg yolk, vanilla, almonds, toffee (butter, sugar, water, baking soda, corn syrup, salt) dextrose, salt, guar gum, locust bean gum",United States
"Sugars, artificial flavors, artificial colors (may contain one or more of the following: red #40, blue #1, yellow #5, yellow #6).",United States
"Chocolat noir* 59% (pâte de cacao*, sucre de canne*, beurre de cacao*, cacao maigre en poudre*), riz complet* 40,9%, sel marin. *Ingrédients issus de l'agriculture biologique.",France
"Milk, whey, cream, milk protein concentrate, sodium citrate, calcium phosphate, modified food starch, contains less than 2% of salt, whey protein concentrate, gelatin, sodium phosphate, sorbic acid (preservative), citric acid, lactic acid, color added, vitamin d3, vitamin a palmitate, enzymes, cheese culture.",United States
"Cultured pasteurized grade a nonfat milk, cherries (cherries, sugar, crystalline fructose, water, corn starch, cherry puree concentrate, natural flavor, vegetable juice (for color), locust bean gum, malic acid, sodium citrate), live active cultures. granolas: certified gluten free oats, wildflower honey, canola oil, walnuts, pumpkin seeds, cultivated blueberries, vanilla extract, salt.",United States
"Pasteurized part-skim milk, cheese culture, salt, enzymes, potato starch, corn starch and calcium sulfate added to prevent caking, natamycin (a natural mold inhibitor).",United States
"Dessert lacté au café 96,1% (lait entier - crème 16% - sucre - oeuf - jaune d'oeuf - extraits de café 1,2% - amidon transformé en pomme de terre - colorant : caramel ordinaire - lactose) - sachet de crêpe dentelle émietté 3,9% (sucre - farine de blé - beurre concentré - lactose - protéines de lait - sel - farine de malt d'orge - poudre à lever : bicarbonate de sodium). ",France
"59% de découpe de poulet n partie avec peau et os (32% pilons, 15% ailes, 12% aiguillettes) (origine : Allemagne ou Brésil), farine de _blé_, eau, huile de colza, sel iodé (sel, iodate de potassium, _gluten de blé_, amidon de _blé_, levure, dextrose, sel, sucre, arôme naturel (_céleri_, épices, huile de tournesol.",France
"Carrots*, onions*, jicama, jalapenos*, filtered water, himalayan salt.",United States
Dry roasted unbleached organic almonds.,United States
"Dark chocolate (sugar, chocolate liquor, cocoa butter, soy lecithin [emulsifier], vanilla), seeds (pure cane sugar and pure food powdered cornstarch, artificial colors {fd&c yellow #5, yellow #6, red #40, red #3, blue #1, blue #2})",United States
Amidon modifié de maïs.,France
"Mandarin orange segments, water, sugar.",United States
"Kakaopulver (52%), Kokosblütenzucker, Guaranasamenpulver (10%), natürliches Vanillearoma, Vanillepulver (0,6%).",Germany
"Cultured pasteurized milk, jalapeno peppers, salt, enzymes.",United States
Physalis getrocknet,Germany
"eau, crème en poudre 19% (sucre, LAIT écrémé en poudre, amidon de pommes de terre modifié, graisse de palme, gélifiant: E 401, stabilisant: E 450, colorants: E 101, E 160b, arômes), sucre, farine de BLE, préparation aux abricots (sucre, sirop de glucose, eau, purée d'abricots [avec antioxydant: acide ascorbique], gélifiant: pectine, acidifiant: acide citrique, huile de tournesol, conservateur: E 202. arômes), BEURRE concentré, OEUF entier (d'élevage au sol), cacao en poudre dégraissé 1.5%, sirop de glucose, huiles végétales (tournesol, palme), sel de cuisine, humectant: sorbitols, sucre caramélisé, amidon de BLE, poudres à lever: E 450, E 500, conservateur: E 202. Peut contenir fruits à coque, sésame, soja. I oog enthalten Energie I énergie: 976kJ (232kcal), Fett I matieres grasses: 8g, davon gesàttigte Fettsauren I dont acides gras saturés 3,5g, Kohlenhydrate I glucides:35g, davon","France,Switzerland"
"Pommes de terre déshydratées, huiles végétales (tournesol, maïs), farine de riz, amidon de _blé_, assaisonnement piment et épices (épices, sucre, exhausteurs de goût (glutamate monosodique, inosinate disodique, guanylate disodique), huile de tournesol totalement hydrogénée, petit lait en poudre (_lait_), tomate en poudre, bouillon en granules, arômes, arômes de fumée, levure en poudre, dextrose, lactose (_lait_), acidifiant (acide lactique), protéines de lait, oignon en poudre, extrait de piment jalapeno, paprika en poudre, piment en poudre, ail en poudre, colorant (extrait de paprika)), émulsifiant (E471), maltodextrine, sel",France
"Poivrons del piquillo 45 %, poivrons rouges 30 %, oignons, huile d'olive, huile de tournesol, sucre, ail.",France
"Légumes 59% dont légumes poêlés 18% (pomme de terre, carotte, oignon, chou-fleur, poireau, _céleri-rave_), eau, huile de colza, _beurre_ de cuisine, sel, arômes (contient : _céleri_, _blé_), sucre, ail.",France
"Sucre de canne, eau, citrons de Corse 25 0%, beurre, gélifiant : pectines. consommer de préférence avant le : voirsur/e couvercle Après ouverture, à conserver au réfrigérateur et à consommer dans un délai raisonnable. Poids net : Fabriqué en France pour LIDL France SNC 305 g BP 32 - 67039 Strasbourg cedex 2",France
_Lait_ demi-écrémé.,France
"Erythritol, sugar, monk fruit extract, molasses.",United States
"Sugar, egg white solids, distilled vinegar, fd&c red #40, fd&c blue #1, sodium benzoate (preservative), fd&c yellow #6, fd&c yellow #5, fd&c red #3.",United States
"Pasteurized process cheese product ingredients: light cheddar and cheddar cheese (pasteurized cultured milk and skim milk, salt, enzymes), water, skim milk, sodium phosphate, sodium citrate, salt.",United States
"Distilled vinegar, corn syrup, high fructose corn syrup, water, prepared mustard (distilled vinegar, water, mustard seed, salt, and turmeric), modified food starch, tomato paste, salt, hickory smoke flavor, spices, caramel color, xanthan gum, citric acid, paprika, less than 1/10 of 1% sodium benzoate as a preservative and red 40 (color).",United States
"Chipotle peppers, water, tomatoes, vinegar, soybean oil, iodized salt, onion, garlic and spices.",United States
Contient du malt d'_orge_.,France
"Rolled oats, organic corn meal, dried cranberries (cranberries, sugar, sunflower oil), evaporated cane juice, canola oil, molasses, white chocolate chips (sugar, cocoa butter, whole milk powder, nonfat milk powder, soy lecithin, natural flavor), egg, flax",United States
"sucre, graisses/huiles végétales (de palme*, coco), sirop de sucre inverti, sirop de glucose et fructose, pâte de cacao, poudre delait entier, poudre de petit lait, gélatine, émulsifiant (lécithine de soja, E476), amidon, arômes (entre autres vanilline), épaississant (pectine) , agent d'enrobage (shellac), régulateur d'acidité (acide citrique). Peut contenir desitaces de noisettes et d'amandes. SCHUIMSNOEP suiker, plantaardige vetten/oliën (palmolie*, sheaolie,",France
"Corn syrup, sugar, gelatin, sorbitol, citric acid, natural and artificial flavors, white grape juice from concentrate, yellow 5, yellow 6, red 40 and titanium dioxide (for color).",United States
"Filtered carbonated water, natural flavor, citric acid, potassium citrate, aspartame, potassium benzoate (a preservative), acesulfame potassium.",United States
"eau, malt d'orge, orge torrifié, extrait de houblon, levure","France,Ireland"
"Céréales 68 % (riz 36,5 %, _blé_ complet 26 %, _orge_ complète 6,3 %), copeaux de chocolat au _lait_ 17 % (sucre, beurre de cacao, pâte de cacao, _lait_ entier en poudre, _lait_ écrémé en poudre, émulsifiant : lécithines de tournesol, arôme naturel de vanille avec d'autres arômes naturels), sucre 11 %, extrait de malt d'_orge_, sel.",France
"Cheese whey, vegetable oil (contains one or more of the following: sunflower oil, canola oil, soybean oil), modified food starch, cheddar cheese (cultured milk, salt, enzymes), contains 1 percent or less of the following: vinegar, sodium phosphate, salt, jalapeno peppers, sodium caseinate, natural flavor, monosodium glutamate, lactic acid, cellulose gum, annatto and oleoresin paprika color, autolyzed yeast extract, datem, mono and diglycerides.",United States
Dried cranberries.,United States
"Precooked white rice: (long grain, parboiled white rice [rice, water]). vegetables :(tomatoes, celery, onions, green bell peppers). shrimp: (uncooked shrimp, water, sodium phosphate). andouille pork sausage: (pork, water, seasoning {dehydrated garlic & onion, paprika, spices, sugar, salt, sassafras}, less than 2% salt, potato starch, spices, smoke flavoring, paprika, natural flavor.), creole seasoning: (salt, paprika, red pepper and other spices, garlic with less than 2% silicon dioxide added to prevent caking).",United States
"Jalapeno pepper, whipped cream cheese spread (pasteurized milk and cream, cheese culture, salt, stabilizers [carob bean and/or xanthan and/or guar gums], natamycin [a natural mold inhibitor]), artichoke hearts (quartered artichoke hearts, water, salt, cit",United States
"Enriched unbleached and bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), palm oil, sugar coating (dextrose, modified cornstarch, partially hydrogenated vegetable shortening [soybean oil and/or cottonseed oil",United States
"Sugar, gelatin, contains 2% or less of adipic acid (for tartness), sodium citrate (controls acidity), fumaric acid (for tartness), salt, maltodextrin, red 40, natural and artificial flavoring, dimethylpolysiloxane (prevents foam).",United States
"Pork, wheat flour (wheat flour enriched [niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], malted barley flour), water, beef, onion, soybean oil, eggs, flavorings, seasoning (salt, dehydrated vegetables [carrot, parsnip, onion, celery,",United States
"Cultured pasteurized nonfat milk, milk, nonfat milk, cream, whey, salt, guar gum, locust bean gum, carrageenan, calcium sulfate, sodium and potassium phosphates, potassium sorbate (to maintain freshness), citric acid, lactic acid, phosphoric acid, natural",United States
"IENTS : MÉLANGE DE PROTÉINES POWERBAR TRISOURCEMC (ISOLAT DE PROTÉINES DE SOYA, CASÉINATE de CALCIUM, isolât de protéines de lactosérum sirop de maltitol ENROBAGE AU YOGOURT (SUCRE, HUILE de palmiste FRACTIONNÉE, POUDRE DE Lactosérum lait écrémé en poudre yaourt en poudre lécithine ' DE SOYA beurre d'amande farine d'arachide oligofructose  sirop de fructose",France
•uoybeans / Sojabohi / Ce Soja elée Frt.ho;abonor (Edarrenepj conqe!ato,France
"Semolina (wheat), durum wheat flour, niacin, iron (ferrous sulfate), thiamine mononitrate, riboflavin, folic acid.",United States
"Cucumber, water, citric acid salt, vinegar, peper, garlic.",United States
"Organic durum semolina, niacin, ferrous lactate (iron), thiamin mononitrate, riboflavin, folic acid.",United States
"huile de colza, oeufs de _cabillaud_ fumés et salés (40%) [œufs de _cabillaud_ (38%), sel] , eau, jus de citron concentré (contient _sulfites_, chapelure (farine de _blé_, levure, sel , sucre, conservateurs : acétates de sodium - benzoate de sodium - sorbate de potassium, colorant : carmins. ",France
"Organic almonds, organic blue weber agave, organic raisins, organic raw cacao, organic coconut, organic coconut butter, organic maca, pink himalayan sea salt, organic vanilla extract.",United States
"Wheat Flour (45%), water, rye flour 11%, rye sourdough 9% (rye flour 67%, water), yeast, sea salt, rye and wheat bran, emulsifier (monoglycerides of fatty acids,  diglycerides of fatty acids)",United Kingdom
"Water, diced tomatoes, tomato paste, beef, pork, onions, carrots, canola oil, celery, sugar, salt, citric acid, garlic basil, oregano, black pepper, dry crushed chili pepper.",United States
"Harina de arroz* (75 %), azúcar de caña* (15 %), sirope de maíz* (3,5 %), cacao en polvo* (2,8 %), cacao en polvo desgrasado* (2,6 %), emulsionante: lecitina de _soja_ (0,7 %), sal (0,4 %)",Spain
"Sugar, glucose syrup, citric acid, artificial flavor, titanium dioxide, artificial color (fd&c red no. 40).",United States
"Bacon (cured with water, salt, sodium erythorbate, sodium nitrite. may also contain smoke flavoring, sugar, dextrose, brown sugar, sodium phosphate, potassium chloride, flavoring).",United States
"Mango puree, can sugar, distilled vinegar, water, lime juice, fresh onion, tequila, jalapeno, garlic, cilantro, hot sauce (vinegar, red pepper, salt), pepper",United States
"Lait demi-écrémé pasteurisé, sel , présure, correcteur d'acidité : acide citrique.","Denmark,France,Switzerland"
Cerneaux de _noix_.,France
"Bleached enriched wheat flour (flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, hydrogenated vegetable oil (contains one or more of the following: cottonseed oil, soybean oil) with mono-",United States
"Enriched unbleached flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), water, vegetable shortening (contains one or more of the following: palm oil and or corn oil), contains 2% or less of the following: salt, alum",United States
Strawberries.,United States
"Idaho potatoes with emulsifier (mono and diglycerides) and preservative (sodium acid pyrophosphate, sodium bisulfite, citric acid, mixed tocopherols).",United States
"Thé noir biologique, zestes de citron biologiques et d'oranges biologiques, arômes naturels.",France
"Organic pasteurized milk, cheese cultures, salt, microbial enzymes and organic annatto [vegetable color].",United States
"Pommes de terre pré-frites 33% (pommes de terre, huile de tournesol), carottes 22%, brocolis 16,5% champignons 15%, oignons 10%, épices, huile de colza, romarin, persil, thym.",France
"Enriched bleached and unbleached flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), liquid sucrose, vegetable shortening (soybean oil, palm oil, and hydrogenated cottonseed oil), nonfat milk, cream cheese (pasteurized milk and",United States
"100% whole rolled oats, organic virgin coconut oil, maple syrup, oat bran, peanut butter (peanuts) brown sugar (sugar, molasses), honey, banana chips (banana, vegetable oil, sugar, natural banana flavor), dried cranberries, sugar, sunflower oil), almonds,",United States
"Haricots lingots 38 %, saucisses de Toulouse 30 % (viande et gras de porc, sel, poivre, boyau naturel de porc), sauce cuisinée (eau, graisse de canard 0,6 %, arômes (_lait_ et _oeuf_), concentré de tomate, épices et plantes aromatiques, sel, antioxydant E330, extraits d'os et de couennes de porc).",France
"Wheat flour, whole wheat flour, sesame seeds, salt, palm fruit oil, wheat gluten, yeast, dextrose, distilled vinegar, oat fiber.",United States
"Walnuts, cranberries (sugar, sunflower oil), dark chocolate (sugar, chocolate liquor, cocoa butter, anhydrous milk fat, soy lecithin [an emulsifier], and vanilla), soybeans, gum arabic, corn syrup, sugar and certified confectioner's glaze.",United States
"Ingredients: tomato puree (water, tomato paste), water, less than 2% of: salt, onion powder, garlic powder, citric acid, natural flavors, dehydrated bell pepper.",United States
Café moulu pur arabica bio,France
"Farine de blé, nappage à la fraise 30% (sirop de glucose-fructose, jus à base de concentré et purée de fraises 28%, sucre, flocons de pommes, arôme fraise, gélifiant: pectine, correcteur d'acidité:acide citrique, jus concentré de sureau, colorant: anthocyanes),  matière grasse végétale, sucre, sirop de glucose, noix de coco rapée, oeufs, sel, poudres à lever (carbonate acide d'ammonium, carbonate acide de sodium, phosphate monocalcique), protéine de lait, poudre de lait écrémé, arômes.",France
"Milk chocolate (sugar, cocoa butter, chocolate liquor, whole milk powder, soy lecithin [an emulsifier], salt, vanilla), sugar, malt center (corn syrup, confectionery coating [sugar, hydrogenated palm kernel oil, cocoa powder, whey powder, nonfat milk powd",United States
"Enriched wheat flour (wheat four, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, sugar, soybean oil, salt, dough conditioner (dextrose, datem, ascorbic acid, enzyme).",United States
Honeydew,United Kingdom
"Tomato concentrate, high fructose corn syrup, distilled vinegar, corn syrup, salt, less than 2% of: spice, onion powder, natural flavors.",United States
"Tranches d'oranges confites 65 % (orange, sucre, sirop de glucose-fructose), chocolat noir 35 % (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de _soja_).",France
Crottin de Chèvre au lait pasteurisé (45% MG/ES),Switzerland
"Apples, cucumbers, broccoli, kale, celery, ginger",United States
"American cheese (milk, cheese, salt, enzymes), water, milkfat, whey protein concentrate, whey, sodium citrate, salt, sorbic acid as a preservative, annatto and oleoresin paprika for color.",United States
"Ingredients: tomatoes, tomato juice, chopped green chili peppers, salt, vinegar, spices, cilantro, calcium chloride, citric acid.",United States
"Carbonated water, cane sugar, dark sweet cherry extract, citric acid, natural and artificial flavors, natural color, sodium benzoate (a preservative), caramel color, red #40.",United States
Sugar,United States
"Parsley, green onions, spinach, cilantro leaves, leeks, mint leaves, dill weed, garlic, soy bean oil.",United States
"Cooked chicken breast (chicken breast with rib meat, water, potato starch, soybean oil, lemon juice concentrate, sugar, kosher salt, dehydrated vinegar, granulated garlic, black pepper, natural flavors), tequila lime sauce (chicken stock [water, chicken b",United States
Côtes d'Agneau à l'os.,France
"Almonds, seasoning (sugar, fructose, cocoa powder, natural flavors, butter powder [butter {cream, salt}, nonfat milk, bha {preservative}], dextrose, molasses powder [refiners syrup, cane molasses, cane caramel color], tricalcium phosphate [anti-caking agent]), sugar, corn syrup, contains less than 1% of the following: sweetened condensed milk (milk, sugar, butter (cream, salt), peanut oil, soy lecithin, salt, natural flavor (sugar, glycerine, caramel color, natural flavor), baking soda.",United States
Olive oil,United Kingdom
"Pasteurized milk and cream, sugar, pineapple, whey protein concentrate, water, pineapple juice concentrate, salt, food starch-modified, carob bean gum, guar gum, sorbic acid (as a preservative), citric acid, xanthan gum, natural flavor, vitamin a palmitat",United States
"flocons d'avoine, cornflakes avec couverture à la cannelle (maïs, sucre, cannelle, sel de cuisine, malt d'orge, émulsifiant: E471), sucre, préparation aux pommes avec couverture au yogourt 8% (sucre, graisse de palmiste, concentré de purée de pomme 17%, sirop de glucose et de fructose, lactose, yogourt de lait écrémé en poudre, sirop de glucose, humectant: E422, fibres alimentaires de blé, acidifiant: acide citrique, émulsifiant: lécithine de tournesol, amidon modifié de tapioca, épaississant: pectine et, gomme arabique, arômes nat.de pommes, antioxydant: acide ascorbique, cannelle, arôme vanilline), flocons de blé, crispies (maïs, riz, sucre brut, farine complète [blé, seigle, orge], malt d'orge, cacao maigre en poudre, sel de cuisine), amidon de maïs, huile de tournesol, morceaux de pommes séchées 4%, flocons de coco, miel, cannelle 0.4%, sel de cuisine, arôme naturel de vanille.","France,Switzerland"
"Strawberries, sugar, water, banana puree, apple and/or pear juice concentrate, natural flavor, purple carrot and grape skin extracts, ascorbic acid (vitamin c), oat fiber, guar and xanthan gum, sodium benzoate and potassium sorbate.",United States
"Cooked rice, chicken, water, broccoli, soy sauce (water, soybeans, wheat, salt, sodium benzoate less than 1/10 of 1% as food preservative), corn sweetener, corn starch, potato starch, sweet rice (sweet rice, yeast), thick soy sauce (molasses, water, sugar & salt), salt, brown sugar, vinegar, rice wine (rice, water, salt, brown sugar, vinegar, rice wine (rice, water, salt, alcohol), ginger, hon-dashi (salt, monosodium glutemate, lactose, sugar, dried bonito tune powder, disodium inosinate, bonito extract, yeast extract, disodium inosinate, bonito extract, yeast extract, disodium succinate), soy bean oil, fish flavor, seaweed powder, sesame oil, sesame seed, white pepper.",United States
"Consist of chocolate {sugar, chocolate (chocolate processed with alkali, cocoa butter, whole milk, milk fat, soy lecithin (an emulsifier), vanillin (an artificial flavor)}, sugar, corn syrup, condensed milk, invert sugar, dairy cream, brown sugar, coconut",United States
"Cultured frozen greek style yogurt (condensed skim milk, skim milk, sugar, cream, milk protein concentrate, corn syrup, propylene glycol monoesters, mono and diglycerides, hydrogenated soybean oil, cellulose gum, sodium phosphate, carrageenan, cultures, n",United States
"вода питьевая, пшеница, сахар, соль, сорбат калия, бензоат натрия",Russia
"sucre de canne, cacao maigre en poudre 25% minimum (dont 2,75% de beurre de cacao).",France
"Almonds, sea salt.",United States
"Pain de mie complet 50% (farine complète de _blé_, eau, huile d colza, levure, sucre, _gluten_ de _blé_, sel, dextrose, farine de _blé_, émulsifiant : 471, conservateur : E282, agent de traitement de la farine : E300), jambon cuit standard 15% (jambon de porc, eau, sel, sirop de glucose, dextrose, stabilisant : E451, gélifiant : E407a, conservateurs : E301 et E250), crudités 13% (tomate, salade), _emmental_ 10%, mayonnaise [huile de colza, eau, _moutarde_ de Dijon (eau, graines de _moutarde_, vinaigre d'alcool, sel, antioxydant : E224, acidifiant : E330), jaune d'_œuf_, vinaigre d'alcool, sel, sucre, amidon transformé de pomme de terre, épaississants : E412 et E415, arôme].",France
"Sprouted organically-grown wheat berries, water, vital wheat gluten, sunflower seeds, oat fiber, wheat bran, almond meal vegetables (carrots, onion, tomato, spinach, celery, bell peppers), organic soy flour, sesame, yeast, cultured wheat, vinegar, sea sal",United States
Energie Matières grasses / Vetten dont acides gras saturés / waarvan verzadigde vetzuren I Glucides / Koolhydraten dont sucres/ waarvan suikers Ibtes alimentaires Vezels Protéines Eiwifien Se Zout Calcium Vitamine D,France
"For pez candy: sugar, corn syrup, adipic acid, hydrogenated palm kernel & palm oil, mono & diglycerides, natural & artificial colors fd&c red 3, yellow 5, yellow 6, blue 2.",United States
"Chickpeas, water and salt. disodium edta (added to promote color retention.)",United States
"Rbgh free cream cheese (pasteurized cultured milk and cream), salt, stabilizers (xanthan and or carob bean and/or guar gums)], brown sugar, cranberries (cranberries, sugar, sunflower oil), marionberry puree, unsalted butter (cream) (milk), hazelnuts (tree nuts), dried apricots (unsultered), apricot puree (ascorbic acid, citric acid), xanthan gum.",United States
"Cream cheese (pasteurized cultured milk, cream, salt, stabilizers [xanthan, carob bean, and/or guar gums}), cream (nonfat milk, carrageenan, mono and diglycerides, polysorbate 80), chocolate crumb (enriched wheat flour [wheat flour, niacin, reduced iron,",United States
zer SUCRES 330mle texttaitî avec t acide naturgts (extraits le dans un edraittemgéri 9 Bretagna CS,France
"Bebida de soja 78% (agua, habas de soja 9%), azúcar, arándanos, fosfato de calcio (E-341), zumo concentrado de arándanos, espesantes: harina de semillas de algarroba (E-410), pectina (E-440); aroma natural, fermentos seleccionados.","Spain,Switzerland"
"Sauce bolognaise : eau, purée de tomate mi-réduite 19 %, carottes 5 %, viande bovine 5 %, oignons, amidon modifié de maïs, vin blanc, sucre, sel, arômes, huile de tournesol. Spaghetti courts 9 % : semoule de blé dur (contient _gluten_), blanc d'_oeuf_.",France
"Oats, sunflower seeds, cranberries (cranberries, sugar, safflower oil), honey, coconut oil, pumpkin seeds, chia; quinoa, flax, pure orange oil.",United States
"Cultured nonfat milk, cream, less than 2% of whey, salt, maltodextrin, guar gum, citric acid, carrageenan,mono and diglycerides, locust bean gum, polysorbate 80, potassium sorbate (preservative), natural and artificial flavor, enzyme.",United States
"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable shortening (canola, palm oil and palm kernel oils), lemon filling (invert sugar, sugar, glucose, sorbitol, natural flavor, pectin, sodium ci",United States
"Unbleached wheat flour [wheat flour, ascorbic acid (natural dough conditioner), niacin [vitamin b-3], iron [ferrous sulphate], thiamin mononitrate [vitamin b-1], riboflavin [vitamin b-2], folic acid], filtered water, whole grain wheat flour including germ, cranberries (cranberries, sugar, sunflower oil), organic cane sugar, orange puree (concentrated orange juice, water, concentrated tangerine juice, orange pulp, ground oranges an orange oil), sour dough (organic unbleached flour [wheat flour, niacin [vitamin b-3], iron [ferrous sulphate], thiamin mononitrate [vitamin b-1], riboflavin [vitamin b-2], folic acid], filtered water, sea salt, yeast, sunflower oil) crushed oranges, yeast, sea salt, sunflower oil, cultured wheat starch, citric acid, amylase (enzyme).",United States
"Farine de _blé_, sucre, _œufs_ frais 20%, huile de colza, stabilisant : sorbitols, sirop de glucose-fructose, arômes, poudres à lever : E450, E500, sel, amidon de maïs, correcteur d'acidité : acide citrique, amidon de _blé_.",France
Sucre liquide - eau - acidifiant : acide citrique - arôme - jus concentré de sureau - colorant : E151. Contient un extrait de violette,France
"Semoule de blé dur, eau.",Guadeloupe
"Organic sprouted pumpkin seeds, organic raisins, organic sprouted almonds, organic mango, organic dark chocolate chips organic chocolate liquor, organic cane sugar, organic butter, soy lecithin (non-gmo), organic vanilla extract), organic toasted coconut",United States
Grade a cultured cream.,United States
"Viande de porc (dont jambon 20 %), eau, gras de porc, sel, plasma de porc déshydraté, sirop de glucose, stabilisants : diphosphates, triphosphates, polyphosphates, dextrose, épices et plantes aromatiques, arômes, exhausteur de goût : glutamate monosodique, acidifiant : glucono-delta-lactone, antioxydants : acide ascorbique et ascorbate de sodium, conservateur : nitrite de sodium. Boyau non comestible.",France
"Butter pecan ice cream ingredients: milk, cream, skim milk, sugar, corn syrup, roasted pecans (pecans, peanut oil, butter, salt), whey protein concentrate, whey, buttermilk, natural flavor, guar gum, mono and diglycerides, xanthan gum, salt, annatto extract and turmeric (for color), carrageenan.",United States
