ingredients_text,countries_en
"Whole navy beans, long grain rice, sunflower oil, tapioca, cheddar cheese blend (pasteurized milk, cheese cultures, sea salt, enzymes, whey buttermilk, annatto, lactic acid, citric acid, spices).",United States
"Filtered water, pineapple juice concentrate, apple juice concentrate, orange juice concentrate, natural flavors, ascorbic acid (vitamin c) and citric acid.",United States
"Pasteurized process american cheese (american cheese (cultured milk, salt, enzymes), water, cream, sodium phosphate, sorbic acid (preservative), artificial color), mayonnaise (soybean oil, egg yolks, water, distilled vinegar, high fructose corn syrup, corn syrup, salt, mustard flour, calcium disodium edta), pimientoes (pimientoes, water, citricacid), jalapenos (jalapeno peppers, water, salt, distilled vinegar, natural flavorings, calcium chloride, potassium sorbate and sodium benzoate (preservatives), turmeric), brown sugar, hot sauce (peppers, vinegar, salt, xanthan gum, sodium benzoate (to preserve freshness)), lemon juice (water, concentrated lemon juice, citric acid salt ester of wood rosin, glycerin, sodium benzoate and potassium sorbate (preservatives), sodium bisulfate, yellow #5(tartrazine)), sodium benzoate and potassium sorbate (preservatives), black pepper.",United States
"Gnocchi à la pomme de terre précuit [semoule de blé (gluten), pomme de terre déshydratée 20,3%, eau, sel], purée de tomate 12,2%, oignon grillé 5,9%, mozzarella 5,9% [lait, sel, présure, acidifiant : acide citrique], tomate cerise mi- séchée 5%, eau, huile d'olive vierge extra, épinard 1,4%, basilic, ail, préparation d'oignon (jus d'oignon concentré, huile de tournesol), sel, poivre.",France
100% semoule de blé dur,France
Huile de _sésame_.,France
"Stone ground whole wheat flour, dried cane syrup, brown rice syrup, fig paste, canola oil, pumpkin spice paste (organic dried cane sugar, naturally milled cane sugar, glycerin, pumpkin, rice starch, apple powder, natural flavor, pectin, citric acid, cinna",United States
"Riz blanc cuit 40,7 % (riz blanc, eau), _poisson_ pané 23,3 % [filet de hoki 64 % (_poisson_); enrobage et chapelure 36 % : farine de _blé_, huile de tournesol, eau, amidon transformé de _blé_, amidon de _blé_, sel, gluten de _blé_, levure, épices (paprika, curcuma)], concassé de tomates 14,2 %, eau, concentré de tomates, huile de colza, beurre (_lait_), arômes, huile d'olive, sucre, ciboulette, sel, épaississant : amidon transformé de maïs, plantes aromatiques (romarin, basilic, origan, thym, marjolaine, sarriette). ",France
"Farine de _blé_ 90%, farine de _seigle_ 8%, _gluten_ de _blé_, levure, huile végétale (tournesol), farine de seigle malté, sucre, sel, agent de traitement de la farine (acide ascorbique)",France
"Nonfat milk, vitamin a palmitate, vitamin d3.",United States
"Pomme de terre 46%, tomate 20%, eau, huile de colza, jambon de poulet cuit choix Halal 7,7% (viande de poulet Halal 7,1%, eau, épices, sel), cornichon 3,9%, jus de citron à base de concentré, sel, jaune d'_oeuf_, amidon transformé (_blé_), vinaigre, sucre, épices, épaississant : gomme xanthane, ail, sirop de glucose.",France
Saffron threads,United States
"eau, sucre, jus de citron a base de concentré 2%, thé noir, cynorhodon, fleur d'hibiscus, acidifiant (E 330),",Switzerland
100% viande bovine.,France
"Farine de _blé_, eau, _fromages_ (_oeuf_), jambon de porc, huile de colza, huile de palme, _beurre_, amidons modifiés, protéines de _lait_, dextrose, sel, _lactosérum_, _gluten_ de _blé_, levure, sels émulsifiants: E331, E452, émulsifiants: E322, E471, conservateurs : E202, E250, E282, stabilisants: E450, E541, gélifiant: E407, arômes (_céleri_,_blé_), épices et aromates, antioxydant: E316, acidifiant: E270",France
"POLENTA BRAMATA ORCANIC, WHOLECRAIN GLUTEN FREE Average Nutritional Values per 100g Energy/Energie/énergie/energia 1440kI/340kcaI [Evépyewenergi/energie/energi Fat/FeWgraisse/rasvaa/AlTlapd/FeWvetten/fett lg ofwtlich saturates/davon gesâttigte Fettsâuren/ 0.24g dont acides gras saturés[psta tyydytwnyttâ/ oJToiwv Kopeopéva/hvorav mettet fett/ waarvan verzadigde vetzuren /varav mâttat fett 74g Carbohydrate/Kohlenhydrate/glucides/ hiilihydraatitNôaTdvepaKWkarbohydrater/ koolhydraten /kolhydrat of which sugars/davon Zucker/dont sucres/ 0.64g josta sokereita/EK oJToiwv hvorav sukkerafter/waarvan suikers/varav sockerafter 4.1g Fibre/Ballaststoffe/fibres alimentaires/ fiberavintokuitu/lvwfiber/vezels/fiber Protein/EiweiB/protéines/proteiini/npQ)TÉiVeç/ 6.6g protein/eiwitten/protein &lt;0.lg Salt/Salz/sel/suola/AÀdTl/salt/zout/salt",France
"Chicken stock (water, concentrated chicken stock). contains less than 2% of the following: salt, sugar, vegetable stock (carrot, onion, celery, sea salt), concentrated cabbage juice, dried parsley.",United States
"Soybean oil, tbhq (antioxidant).",United States
"Filtered water, natural flavor, black tea, phosphoric acid, sodium benzoate and potassium sorbate as preservatives for freshness.",United States
"Wheat flour, sugar, palm kernel oil, palm oil, margarine (palm oil, rice oil, yoghurt, salt, skim milk powder, mix tocopherol), lactose, maltose, corn starch, egg, skim milk powder, glucose, sweetened condensed milk, salt, soy lecithin, glycerin esters of",United States
"Ciabattini [enriched unbleached flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin, mononitrate, riboflavin, folic acid), water, olive oil, egg white, palm shortening, salt, wheat gluten, sugar, yeast, wheat four, enzymes], cheese blen",United States
"Pomme de terre préfrites 67,2 % (pomme de terre, huile de tournesol), champignons de Paris 14,9 % (_sulfites_), lardons crus fumés 9 % (poitrine de porc, eau, sel, dextrose de blé, épices, arômes, acidifiant : acide citrique, conservateurs : ascorbate de sodium, nitrite de sodium, érythorbate de sodium, nitrate de potassium), oignons.",France
"Pork broth, seasoning (chili pepper, spices, dehydrated green bell pepper, onion powder, maltodextrin, garlic powder, natural smoke flavor), cultured dextrose (contains maltodextrin), dried vinegar, soybean oil, flavor (yeast extract, natural flavor), sal",United States
"Water, glycerine, maltodextrin, contains less than 2% of: hibiscus extract, citric acid, salt, natural citrus extract (as a preservative), natural flavor, calcium lactate, calcium gluconate.",United States
"Enriched wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), wheat starch, dextrose, salt, whey (milk), chicken fat, chicken, silicon dioxide (added to make free flowing), onion, hydrolyzed corn gluten, yeast extract, chicken broth, paprika, xanthan gum, disodium inosinate and guanylate (flavor enhancers), spices, natural flavor (including soy), turmeric.",United States
"Tomatoes [tomatoes tomato juice, salt, citric acid, calcium chloride], tomato puree [tomato concentrate, salt, citric acid], onions, mangoes, peaches in light syrup, chile peppers, lime juice, lemon juice and apple cider vinegar.",United States
"Oat flakes, spelt flakes (spelt, sugar, table salt, barley malt, emulsifier sunflower lecithin), raw sugar, sunflower oil, crispies (maize, rice, raw sugar, wholemeal flour (wheat, rye, barley), barley malt, table salt, cocoa powder), flour (wheat, rye), coconut flakes, wheat germ, dextrose, raspberry granulate (glucose, sugar, raspberries, thickener sodium alginate), strawberry granulate (maltodextrin, strawberries, sugar, modified potato starch, thickener sodium alginate), honey, roasted hazelnuts, freeze-dried strawberries, table salt.",United States
"Butternut squash, celery, onion, carrots, sage.",United States
"Eau, purée de goyave (25%), sucre, acidifiant : jus de citron à base de concentré, jus de cassis à base de concentré, antioxydant : acide ascorbique.",France
Passion flower.,United States
"Salz, 19,9% Gemüse (Zwiebeln, Pastinakenpulver, _Selleriepulver_, Karotten, Spinat), Maltodextrin, Zucker, Sonnenblumenöl, Kräuter, Gewürze",Germany
"Riz cuit 46 %, poulet traité en salaison 14 % (filet de poulet 95 %, amidon de tapioca, dextrose, sel), tomates 13 %, poivrons 12 % (rouges, jaunes et verts), eau, concentré de tomates, huile d'olive vierge extra, oignons frits (oignons, huile d‘olive, sel), sel, amidon transformé de riz, basilic, sucre, herbes de Provence (basilic, origan, romarin, thym), thym, poivre, piment.  ",France
"Rice, palm oil, sugar, com starch, salt, monosodium glutamate, gelatin, strawberry flavor, color (fd&c red no.40).",United States
"White cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch and powdered cellulose (to prevent caking), natamycin (a natural mold inhibitor)",United States
"Sweet peas, water, sugar, salt",United States
"Olive oil, flavoring",United States
"Sugar, corn syrup, gelatin, citric acid, white grape juice from concentrate, sorbitol, natural and artificial flavors, artificial colors including (yellow 6, red 40, yellow 5).",United States
"Sorbitol, maltitol, gum base, maltitol syrup, natural & artificial flavor, xylitol, glycerine, titanium dioxide (color), aspartame, soy lecithin, acesulfame-k, gum arabic, resinous glaze, carnauba wax, neotame, bht (to preserve freshness).",United States
Spinach.,United States
"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, palm oil, whey powder, buttermilk powder, salt, onion powder, garlic powder, maltodextrin, yeast extract, corn syrup solids, yeast, monosodium glutamate, xanthan gum, lactose, dextrose, malic acid, parsley, citric acid, vinegar, cellulose powder, nonfat milk, sweet cream, disodium inosinate and guanylate, lactic acid, spices, natural and artificial flavors, modified corn starch, soy lecithin, molasses, caramel color, spices.",United States
"Dried Vine Fruits 43% (Sultanas, Raisins, Vostizza Currants), Demerara Sugar, Brandy 5%, Vegetable Suet (Palm Oil, Rice Flour, Sunflower Oil), Wheatflour (Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Brandy Soaked Glacé Cherries 4.5% (Cherries, Brandy, Glucose, Fructose Syrup, Colour: Anthocyanins (from Grapes), Acidity Regulator: Citric Acid), Cognac 4%, Chilean Flame Raisins 3%, Pecan Nuts 3%, Ruby Port 3%, Stout (contains Barley, Gluten) 2.5%, Pasteurised Free Range Eggs, Sugar, Sweetened Dried Cranberries, Humectant: Glycerol, Water, Orange Peel, Split Almonds, Molasses, Single Cream, Spices (Coriander, Cinnamon, Ginger, Nutmeg, Caraway, Cloves), Lemon Peel, Yeast, Salt, Vinegar, Wheat Gluten, Emulsifier: E471, E472e, Sunflower Oil, Rapeseed Oil, Palm Oil, Concentrated Lemon Juice, Flour Treatment Agent: Ascorbic Acid.",United Kingdom
"Product contains: golden raisins (raisins, sulphur dioxide), cranberries (cranberries, sugar, sunflower oil), almonds, blueberries (blueberries, sugar, sunflower oil).",United States
"Rosehips, maltodextrin (corn, tapioca), hibiscus flowers, chamomile flowers, orange leaves, licorice root, sweet blackberry leaves, lemon grass, natural flavor, roasted chicory root, soy lecithin.",United States
"Organic buckwheat, organic peanut butter, organic dark chocolate (unsweetened organic chocolate, organic cane juice, organic cocoa butter, vanilla), raw honey, organic flaxseeds, organic coconut, organic sunflower seeds, organic pumpkin seeds, brazil nuts",United States
"Water, sugar, gelatin, partially hygrogenated palm kernal oil corn syrup, citric acid, natural and artificial flavors, salt, sodium citrate, potassium sorbate and sodium benzoate to preserve freshness, polysorbate 60, modified cellulose, sorbitan monostearate, sodium stearoyllactylate soy lecithin xanthan gum red 40, yellow 6, blue 1.",United States
"WHOLEGRAIN FLAKED ERAZiL ROASTED CHOPPED OAT Fla Nuts Sliced BRAZIL NUTS (7%), Roasted ChoppeC AAZELNUTS (1 JL)), sugar'ble Oils (Rapeseed Oil, Palm Oil), Honey (1%), Suninwer Seeds, Natural Flai ALLERGY ADVICE: For allergens, including cereals containing gluten, see ingredients in BOLD MAY ALSO CONTAN: Wheat (Cluten), Barley (Gluten), Rye (Gluten), OtherN NUYiilONAL INFORMATION",France
"Organic bittersweet chocolate (organic chocolate organic raw cane sugar, organic cocoa butter, soy lecithin, natural orange and spice flavor, orange and spice flavor, organic vanilla extract).",United States
"Cultured milk, water, cream, whey sodium citrate, milk protein concentrate, modified food starch, whey protein concentrate, calcium phosphate, salt, sorbic acid (preservative), sodium phosphate. citric acid, color added, lactic acid, enzymes, vitamin d3.",United States
"Bun: enriched bleached flour (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, corn syrup, soybean oil, contains 2% or less of: yeast, salt, calcium stearoyl lactylate, vital wheat gluten, corn syrup solids, guar gum, monoglycerides, oat fiber, monocalcium phosphate, sodium alginate, wheat flour, xanthan gum, ascorbic acid (vitamin c), enzymes. hamburger: beef. pasteurized process american cheese with peppers and other natural flavor: milk, water, cream, sodium citrate, contains 2% or less of: calcium chloride, cheese culture, color added, enzymes, jalapeno peppers, natural flavor, salt, serrano peppers, sodium phosphate, sorbic acid (preservative), vinegar, soy lecithin. water, dried onion, salt, pepper.",United States
"Huiles et graisses Gemiddeldevcding$HüÎd GRASSE. végétateSnon hydrogénées 70 % (palme, colza, fiergie/ft$ eau - émulsifiant : esters citriques de monolet digiycérides diacides gras sel 0,7% - tait écrémé Q Voudre - coriécteurs? d'acidité : aclde citrtque, iacide21actique - cokrant : carotecoides - arôme, VETST0F OM TE SMFREN EN TE BAKKFN fibresAkftires/Ve1 MET 70% - WGREDIËNTEN: Niet-geharde plantaardige vetlgfl 70% Sel/Z01ÌXI (palm, *LUS DilHFOS A met citroenzuur 0,7% .consommerde préf magere-melkpoeder zoot citroenzuar zubaeregelaars: plaquette/ Tebewa melkzuur",France
"Champiñón (Agaricus bisporus), shiitake (Lentinula edodes), pholiota nameko, pleorotus cornucopiae, pleorotus ostreatus.",Spain
"Farine de _blé_, édulcorant : maltitols, amidon de _blé_, huile de colza, _graines de sésame_ toastées 5 %, dextrine de _blé_, arômes naturels, poudres à lever (diphosphates, carbonates de sodium), émulsifiant : lécithines de colza, sel marin.",France
"Dextrose, citric acid, calcium stearate, artificial flavors, red 40 lake, yellow 5 lake, yellow 6 lake, blue 2 lake.",United States
100% new zealand honey,United States
"Sucre, huile de colza, oeuf entier (reconstitué à partir de poudre farine de blé, amidons de pomme de terre et de blé stabilisants : glycérol, gomme xanthane,aRu, arôme naturel de citron (1 poudre àfeüer. diphosphate disodique, carbonate de sodium émulsifiant : mono- et diglycérides d'acides conservateur : sorbate de potassium, sel, colora t: riboflavine. Peut contenir des traces de soja.",France
"Potatoes, sunflower and/or canola oil, salt.",United States
"Baby kale, sweet onion dijon vinaigrette (water, canola oil, sugar, sweet onions, dijon mustard [water, mustard seed, distilled vinegar, salt, white wine, citric acid, turmeric {color}, tartaric acid, spices], cider vinegar, white wine vinegar, salt, lemon juice concentrate, dried onion, spices, xanthan gum, smoke flavor, caramel color, annatto extract [color], bacon (cured with water, salt, sodium phosphate, sodium erythorbate, sodium nitrite, may also contain up to 2% or less of the following ingredients: sugar, brown sugar, hickory smoke flavor), dried cranberries (cranberries, sugar, sunflower oil), honey roasted almonds (almonds, sugar, honey, water, maltodextrin, salt), carrots.",United States
"High fructose corn syrup, water, concentrated grape juice, citric acid, concentrated pineapple juice, concentrated apple juice, natural flavors, sugar syrup, ascorbic acid (vitamin c).",United States
"White grape juice from concentrate (water, white grape juice concentrate), white grape juice, citric acid, ascorbic acid (vitamin c), potassium metabisulfite added to maintain flavor and freshness. no artificial flavors or colors added.",United States
Spinach.,United States
"Carotte 71 %, vinaigrette (huile de tournesol, eau, vinaigre d'alcool, _MOUTARDE_ (vinaigre d'alcool, graines de _MOUTARDE_, eau, sel), sel, épaississants : gomme xanthane - gomme guar), _NOISETTE_ 6 %, vinaigre balsamique 1,5 % (vinaigre de vin, moût de raisin), sel, cannelle, poivre.",France
"Organic beef stock (water, organic beef stock from concentrate, dried organic beef stock), contains less than 2% of sea salt, organic beef flavor (organic beef flavor, sea salt), organic cane sugar, organic potato flour, organic yeast extract, organic car",United States
"Potatoes, milk, butter (sweet cream, salt, annato color), margarine (vegetable oil blend [liquid soybean oil, partially hydrogenated soybean oil], artificial color, water, salt, whey [milk], soy lecithin, vegetable mono and diglycerides, sodium benzoate [to protect quality], artificial flavor, citric acid, vitamin a palmitate), salt, potassium sorbate to protect flavor, disodium pyrophosphate to maintain color, water, spice.",United States
"Caramel coating (sugar, palm kernel oil, nonfat dry milk powder, whole milk powder, cocoa powder, natural flavor, soy lecithin, paprika extract (color), salt), pretzel (corn starch, potato starch, white rice flour, soluble corn fiber, palm oil, salt, sugar, cellulose gum, soy lecithin, baking soda, yeast extract, sodium acid pyrophosphate, citric acid), sea salt.",United States
"_Lait_ écrémé pasteurisé, _ferments lactiques_.",France
"Pâtes collerettes 48.9% (eau, semoule de _blé_ dur, _oeufs_, curcuma), eau, _viande de boeuf 7.4%, _crème_ fraîche, crème de riz, farine de _blé_, huile de colza, _emmental_, échalotes, chapelure (farine de _blé_, eau, sel, levure), sel, trompettes réhydratées 0.6%, extrait de malt d'_orge_, poivre noir 0.17%, poudre de jaune d'_oeuf_, caramel (sucre, eau).  ",France
"Water, organic juice from (organic apples and organic lemons), organic apple cider vinegar, organic turmeric, organic cinnamon, organic cayenne extract.",United States
jus de pomme,France
"Turnip greens, diced turnips, water, sugar, salt, minced onion, hydrolyzed corn protein, sodium diacetate, spices, artificial flavor (natural smoke flavor, caramel color, spice extractives), autolyzed yeast extract, maltodextrin, disodium inosinate.",United States
"Dark chocolate (sugar, chocolate liquor, cocoa butter, milkfat, soy lecithin [an emulsifier], natural vanilla flavor), raisins, sugar, cocoa powder, tapioca dextrin, confectioner's glaze.",United States
"Apples [apples, calcium ascorbate (to promote freshness)], melon (may contain one or more of the following: cantaloupe, honeydew), grapes.",United States
"Wheat flour, sugar, soybean oil, vegetable shortening (partially hydrogenated soybean & cottonseed oils, mono- & diglycerides), dextrose, water, contains less than 2% of each of the following: high fructose corn syrup, cornstarch, salt, baking soda, artificial flavors, soy lecithin, monocalcium phosphate.",United States
"Tomatoes, sugar, fd&c red #4 sulfur dioxide (as a preservative).",United States
"Chickpeas, water, roasted red peppers, tahini, canola oil, olive oil, garlic, citric acid, sea salt, potassium sorbate, sodium benzoate (to maintain freshness), xanthan gum.",United States
"Citric acid, potassium and sodium citrate, natural flavor, aspartame,** magnesium oxide, contains less than 2% of: lemon juice solids, acesulfame potassium, maltodextrin, calcium silicate, gum arabic, soy lecithin, artifcial color, yellow 5.",United States
"Protein blend* [whey protein concentrate, rice protein crisp (rice protein concentrate, brown rice), milk protein concentrate, rice protein concentrate}, coating* (palm kernel oil, inulin, cane sugar, whole milk powder, whey protein, alkalized cocoa, coco",United States
"Quinoas (blanc et rouge) (55%), blé dur précuit (gluten) (15%), semoule de blé dur précuite (gluten) (14%), pépites de lupin, huiles (tournesol et olive), maltodextrine, poivrons rouges déshydratés, plantes aromatiques, sel, arômes naturels (lait), épices (moutarde) (0,6%), fécule, poudre de légumes, sucre.",France
"Enriched macaroni product [semolina and durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], maltodextrin (corn, potato), corn starch, whey protein concentrate (milk), salt, onion powder, sugar, disodium guanylate, disodium inosinate, potassium chloride, hydrolyzed soy protein, natural flavor, high oleic sunflower oil, soybean oil, spices and herbs, skim milk powder, extract of turmeric (for color).",United States
"Tomato puree (water, tomato paste, citric acid), sugar, soybean oil, salt, dried onions, extra virgin olive oil, imported pecorino romano cheese (sheep's milk, cheese cultures, salt, enzymes), spices, dried garlic.",United States
"Popcorn, vegetable oil (safflower, sunflower, and/or canola oil), maltodextrin, salt, sugar, spices (chili pepper, red chili, cayenne pepper), red bell pepper, garlic powder, paprika, vinegar, dried red pepper sauce (aged red pepper, vinegar,s alt), natur",United States
_Soja_ texturé issus de l'Agriculture Biologique.,France
"pois chiches, eau, sel de cuisine.",Switzerland
"Sweet bell peppers, water, vinegar, soybean oil, olive oil, salt, calcium chloride, spices, 1/10 of 1% benzoate of soda (preservative), sodium bisulphite (maintains colors) fd&c yellow #5.",United States
